Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Monroe,570609,532752,03/31/2022
Mohawk Valley,Montgomery,34760,32784,03/31/2022
Long Island,Nassau,1222932,1115166,03/31/2022
New York City,New York,1574388,1359326,03/31/2022
Western New York,Niagara,147805,139337,03/31/2022
Mohawk Valley,Oneida,153027,142374,03/31/2022
Central New York,Onondaga,360136,331963,03/31/2022
Finger Lakes,Ontario,83624,78662,03/31/2022
Mid-Hudson,Orange,257181,234528,03/31/2022
Finger Lakes,Orleans,24053,22637,03/31/2022
Central New York,Oswego,77980,73462,03/31/2022
Mohawk Valley,Otsego,39699,37243,03/31/2022
Mid-Hudson,Putnam,81043,72935,03/31/2022
New York City,Queens,2151871,1938329,03/31/2022
Capital Region,Rensselaer,116873,108560,03/31/2022
New York City,Richmond,382629,350675,03/31/2022
Mid-Hudson,Rockland,227116,205129,03/31/2022
Capital Region,Saratoga,184203,172347,03/31/2022
Capital Region,Schenectady,133119,123421,03/31/2022
Mohawk Valley,Schoharie,19160,18164,03/31/2022
Southern Tier,Schuyler,11090,10301,03/31/2022
Finger Lakes,Seneca,19242,18059,03/31/2022
North Country,St. Lawrence,72560,67867,03/31/2022
Southern Tier,Steuben,55128,51881,03/31/2022
Long Island,Suffolk,1210994,1103265,03/31/2022
Mid-Hudson,Sullivan,49894,45344,03/31/2022
Southern Tier,Tioga,25258,23898,03/31/2022
Southern Tier,Tompkins,84160,76937,03/31/2022
Mid-Hudson,Ulster,144959,132938,03/31/2022
Capital Region,Warren,51432,48331,03/31/2022
Capital Region,Washington,41282,39153,03/31/2022
Finger Lakes,Wayne,64316,60732,03/31/2022
Mid-Hudson,Westchester,854502,769973,03/31/2022
Finger Lakes,Wyoming,22982,21708,03/31/2022
Finger Lakes,Yates,14467,13469,03/31/2022
Capital Region,Albany,248280,226942,04/01/2022
Western New York,Allegany,23142,21625,04/01/2022
New York City,Bronx,1184933,1052891,04/01/2022
Southern Tier,Broome,132780,123962,04/01/2022
Western New York,Cattaraugus,43356,40203,04/01/2022
Central New York,Cayuga,49141,45974,04/01/2022
Western New York,Chautauqua,80453,73884,04/01/2022
Southern Tier,Chemung,48496,45633,04/01/2022
Southern Tier,Chenango,30870,29053,04/01/2022
North Country,Clinton,58231,54857,04/01/2022
Capital Region,Columbia,45215,41327,04/01/2022
Central New York,Cortland,29269,27678,04/01/2022
Southern Tier,Delaware,26111,24236,04/01/2022
Mid-Hudson,Dutchess,224784,203412,04/01/2022
Western New York,Erie,700064,651086,04/01/2022
North Country,Essex,27383,25570,04/01/2022
North Country,Franklin,30685,28707,04/01/2022
Mohawk Valley,Fulton,29655,27881,04/01/2022
Finger Lakes,Genesee,37174,35115,04/01/2022
Capital Region,Greene,31739,28980,04/01/2022
North Country,Hamilton,3490,3239,04/01/2022
Mohawk Valley,Herkimer,36371,34181,04/01/2022
North Country,Jefferson,74233,62177,04/01/2022
New York City,Kings,2032602,1830741,04/01/2022
North Country,Lewis,14327,13629,04/01/2022
Finger Lakes,Livingston,39878,37764,04/01/2022
Central New York,Madison,53680,50255,04/01/2022
Finger Lakes,Monroe,570702,532859,04/01/2022
Mohawk Valley,Montgomery,34764,32791,04/01/2022
Long Island,Nassau,1223112,1115397,04/01/2022
New York City,New York,1574770,1359684,04/01/2022
Western New York,Niagara,147825,139363,04/01/2022
Mohawk Valley,Oneida,153060,142401,04/01/2022
Central New York,Onondaga,360197,332029,04/01/2022
Finger Lakes,Ontario,83633,78672,04/01/2022
Mid-Hudson,Orange,257236,234606,04/01/2022
Finger Lakes,Orleans,24053,22639,04/01/2022
Central New York,Oswego,77990,73472,04/01/2022
Mohawk Valley,Otsego,39703,37251,04/01/2022
Mid-Hudson,Putnam,81065,72948,04/01/2022
New York City,Queens,2152334,1938803,04/01/2022
Capital Region,Rensselaer,116887,108580,04/01/2022
New York City,Richmond,382682,350748,04/01/2022
Mid-Hudson,Rockland,227160,205168,04/01/2022
Capital Region,Saratoga,184217,172362,04/01/2022
Capital Region,Schenectady,133137,123449,04/01/2022
Mohawk Valley,Schoharie,19167,18168,04/01/2022
Southern Tier,Schuyler,11091,10303,04/01/2022
Finger Lakes,Seneca,19246,18061,04/01/2022
North Country,St. Lawrence,72613,67918,04/01/2022
Southern Tier,Steuben,55136,51888,04/01/2022
Long Island,Suffolk,1211219,1103525,04/01/2022
Mid-Hudson,Sullivan,49903,45356,04/01/2022
Southern Tier,Tioga,25259,23902,04/01/2022
Southern Tier,Tompkins,84169,76948,04/01/2022
Mid-Hudson,Ulster,144976,132958,04/01/2022
Capital Region,Warren,51437,48339,04/01/2022
Capital Region,Washington,41289,39157,04/01/2022
Finger Lakes,Wayne,64323,60743,04/01/2022
Mid-Hudson,Westchester,854693,770229,04/01/2022
Finger Lakes,Wyoming,22984,21709,04/01/2022
Finger Lakes,Yates,14469,13469,04/01/2022
Capital Region,Albany,248307,226968,04/02/2022
Western New York,Allegany,23143,21626,04/02/2022
New York City,Bronx,1185117,1053108,04/02/2022
Southern Tier,Broome,132798,123977,04/02/2022
Western New York,Cattaraugus,43358,40204,04/02/2022
Central New York,Cayuga,49147,45978,04/02/2022
Western New York,Chautauqua,80467,73900,04/02/2022
Southern Tier,Chemung,48502,45638,04/02/2022
Southern Tier,Chenango,30870,29059,04/02/2022
North Country,Clinton,58237,54862,04/02/2022
Capital Region,Columbia,45217,41329,04/02/2022
Central New York,Cortland,29270,27679,04/02/2022
Southern Tier,Delaware,26113,24243,04/02/2022
Mid-Hudson,Dutchess,224806,203455,04/02/2022
Western New York,Erie,700147,651161,04/02/2022
North Country,Essex,27387,25575,04/02/2022
North Country,Franklin,30686,28708,04/02/2022
Mohawk Valley,Fulton,29659,27883,04/02/2022
Finger Lakes,Genesee,37179,35116,04/02/2022
Capital Region,Greene,31740,28983,04/02/2022
North Country,Hamilton,3490,3239,04/02/2022
Mohawk Valley,Herkimer,36373,34187,04/02/2022
North Country,Jefferson,74238,62181,04/02/2022
New York City,Kings,2032906,1831059,04/02/2022
North Country,Lewis,14328,13631,04/02/2022
Finger Lakes,Livingston,39880,37764,04/02/2022
Central New York,Madison,53687,50260,04/02/2022
Finger Lakes,Monroe,570764,532914,04/02/2022
Mohawk Valley,Montgomery,34767,32799,04/02/2022
Long Island,Nassau,1223248,1115559,04/02/2022
New York City,New York,1575003,1359895,04/02/2022
Western New York,Niagara,147845,139382,04/02/2022
Mohawk Valley,Oneida,153081,142428,04/02/2022
Central New York,Onondaga,360232,332083,04/02/2022
Finger Lakes,Ontario,83641,78678,04/02/2022
Mid-Hudson,Orange,257265,234653,04/02/2022
Finger Lakes,Orleans,24054,22640,04/02/2022
Central New York,Oswego,77995,73476,04/02/2022
Mohawk Valley,Otsego,39711,37260,04/02/2022
Mid-Hudson,Putnam,81076,72961,04/02/2022
New York City,Queens,2152670,1939149,04/02/2022
Capital Region,Rensselaer,116898,108588,04/02/2022
New York City,Richmond,382734,350816,04/02/2022
Mid-Hudson,Rockland,227186,205190,04/02/2022
Capital Region,Saratoga,184227,172380,04/02/2022
Capital Region,Schenectady,133157,123466,04/02/2022
Mohawk Valley,Schoharie,19170,18168,04/02/2022
Southern Tier,Schuyler,11091,10305,04/02/2022
Finger Lakes,Seneca,19249,18064,04/02/2022
North Country,St. Lawrence,72614,67924,04/02/2022
Southern Tier,Steuben,55141,51893,04/02/2022
Long Island,Suffolk,1211386,1103745,04/02/2022
Mid-Hudson,Sullivan,49910,45364,04/02/2022
Southern Tier,Tioga,25260,23904,04/02/2022
Southern Tier,Tompkins,84181,76955,04/02/2022
Mid-Hudson,Ulster,144993,132986,04/02/2022
Capital Region,Warren,51446,48346,04/02/2022
Capital Region,Washington,41293,39164,04/02/2022
Finger Lakes,Wayne,64325,60748,04/02/2022
Mid-Hudson,Westchester,854824,770380,04/02/2022
Finger Lakes,Wyoming,22984,21709,04/02/2022
Finger Lakes,Yates,14469,13470,04/02/2022
Capital Region,Albany,248319,226980,04/03/2022
Western New York,Allegany,23143,21626,04/03/2022
New York City,Bronx,1185194,1053200,04/03/2022
Southern Tier,Broome,132805,123984,04/03/2022
Western New York,Cattaraugus,43362,40209,04/03/2022
Central New York,Cayuga,49150,45982,04/03/2022
Western New York,Chautauqua,80470,73906,04/03/2022
Southern Tier,Chemung,48508,45644,04/03/2022
Southern Tier,Chenango,30871,29059,04/03/2022
North Country,Clinton,58239,54866,04/03/2022
Capital Region,Columbia,45220,41335,04/03/2022
Central New York,Cortland,29272,27685,04/03/2022
Southern Tier,Delaware,26113,24245,04/03/2022
Mid-Hudson,Dutchess,224827,203471,04/03/2022
Western New York,Erie,700200,651227,04/03/2022
North Country,Essex,27389,25578,04/03/2022
North Country,Franklin,30687,28713,04/03/2022
Mohawk Valley,Fulton,29662,27884,04/03/2022
Finger Lakes,Genesee,37181,35118,04/03/2022
Capital Region,Greene,31740,28985,04/03/2022
North Country,Hamilton,3490,3239,04/03/2022
Mohawk Valley,Herkimer,36376,34188,04/03/2022
North Country,Jefferson,74242,62184,04/03/2022
New York City,Kings,2033121,1831290,04/03/2022
North Country,Lewis,14330,13631,04/03/2022
Finger Lakes,Livingston,39886,37767,04/03/2022
Central New York,Madison,53690,50263,04/03/2022
Finger Lakes,Monroe,570795,532939,04/03/2022
Mohawk Valley,Montgomery,34769,32800,04/03/2022
Long Island,Nassau,1223350,1115654,04/03/2022
New York City,New York,1575211,1360022,04/03/2022
Western New York,Niagara,147854,139397,04/03/2022
Mohawk Valley,Oneida,153093,142444,04/03/2022
Central New York,Onondaga,360256,332103,04/03/2022
Finger Lakes,Ontario,83643,78691,04/03/2022
Mid-Hudson,Orange,257292,234700,04/03/2022
Finger Lakes,Orleans,24055,22643,04/03/2022
Central New York,Oswego,77996,73479,04/03/2022
Mohawk Valley,Otsego,39712,37261,04/03/2022
Mid-Hudson,Putnam,81079,72969,04/03/2022
New York City,Queens,2152890,1939373,04/03/2022
Capital Region,Rensselaer,116912,108596,04/03/2022
New York City,Richmond,382758,350840,04/03/2022
Mid-Hudson,Rockland,227202,205213,04/03/2022
Capital Region,Saratoga,184236,172391,04/03/2022
Capital Region,Schenectady,133164,123482,04/03/2022
Mohawk Valley,Schoharie,19172,18169,04/03/2022
Southern Tier,Schuyler,11092,10305,04/03/2022
Finger Lakes,Seneca,19249,18064,04/03/2022
North Country,St. Lawrence,72618,67930,04/03/2022
Southern Tier,Steuben,55144,51895,04/03/2022
Long Island,Suffolk,1211491,1103869,04/03/2022
Mid-Hudson,Sullivan,49913,45370,04/03/2022
Southern Tier,Tioga,25260,23905,04/03/2022
Southern Tier,Tompkins,84185,76959,04/03/2022
Mid-Hudson,Ulster,144997,132993,04/03/2022
Capital Region,Warren,51447,48350,04/03/2022
Capital Region,Washington,41300,39168,04/03/2022
Finger Lakes,Wayne,64328,60749,04/03/2022
Mid-Hudson,Westchester,854881,770461,04/03/2022
Finger Lakes,Wyoming,22984,21709,04/03/2022
Finger Lakes,Yates,14469,13472,04/03/2022
Capital Region,Albany,248347,227013,04/04/2022
Western New York,Allegany,23148,21628,04/04/2022
New York City,Bronx,1185485,1053521,04/04/2022
Southern Tier,Broome,132824,124001,04/04/2022
Western New York,Cattaraugus,43373,40219,04/04/2022
Central New York,Cayuga,49152,45984,04/04/2022
Western New York,Chautauqua,80473,73911,04/04/2022
Southern Tier,Chemung,48512,45653,04/04/2022
Southern Tier,Chenango,30874,29059,04/04/2022
North Country,Clinton,58245,54873,04/04/2022
Capital Region,Columbia,45224,41339,04/04/2022
Central New York,Cortland,29274,27686,04/04/2022
Southern Tier,Delaware,26115,24246,04/04/2022
Mid-Hudson,Dutchess,224868,203507,04/04/2022
Western New York,Erie,700272,651293,04/04/2022
North Country,Essex,27392,25582,04/04/2022
North Country,Franklin,30691,28718,04/04/2022
Mohawk Valley,Fulton,29664,27889,04/04/2022
Finger Lakes,Genesee,37184,35121,04/04/2022
Capital Region,Greene,31743,28989,04/04/2022
North Country,Hamilton,3490,3239,04/04/2022
Mohawk Valley,Herkimer,36376,34191,04/04/2022
North Country,Jefferson,74255,62193,04/04/2022
New York City,Kings,2033661,1831773,04/04/2022
North Country,Lewis,14331,13631,04/04/2022
Finger Lakes,Livingston,39888,37769,04/04/2022
Central New York,Madison,53692,50272,04/04/2022
Finger Lakes,Monroe,570859,532996,04/04/2022
Mohawk Valley,Montgomery,34772,32804,04/04/2022
Long Island,Nassau,1223514,1115844,04/04/2022
New York City,New York,1575601,1360357,04/04/2022
Western New York,Niagara,147869,139412,04/04/2022
Mohawk Valley,Oneida,153104,142459,04/04/2022
Central New York,Onondaga,360315,332168,04/04/2022
Finger Lakes,Ontario,83648,78693,04/04/2022
Mid-Hudson,Orange,257346,234763,04/04/2022
Finger Lakes,Orleans,24056,22643,04/04/2022
Central New York,Oswego,78011,73493,04/04/2022
Mohawk Valley,Otsego,39713,37263,04/04/2022
Mid-Hudson,Putnam,81089,72982,04/04/2022
New York City,Queens,2153303,1939740,04/04/2022
Capital Region,Rensselaer,116932,108611,04/04/2022
New York City,Richmond,382827,350933,04/04/2022
Mid-Hudson,Rockland,227228,205244,04/04/2022
Capital Region,Saratoga,184253,172408,04/04/2022
Capital Region,Schenectady,133183,123501,04/04/2022
Mohawk Valley,Schoharie,19173,18171,04/04/2022
Southern Tier,Schuyler,11093,10306,04/04/2022
Finger Lakes,Seneca,19249,18064,04/04/2022
North Country,St. Lawrence,72637,67950,04/04/2022
Southern Tier,Steuben,55149,51902,04/04/2022
Long Island,Suffolk,1211649,1104053,04/04/2022
Mid-Hudson,Sullivan,49926,45380,04/04/2022
Southern Tier,Tioga,25261,23906,04/04/2022
Southern Tier,Tompkins,84191,76969,04/04/2022
Mid-Hudson,Ulster,145008,133007,04/04/2022
Capital Region,Warren,51452,48356,04/04/2022
Capital Region,Washington,41300,39171,04/04/2022
Finger Lakes,Wayne,64329,60751,04/04/2022
Mid-Hudson,Westchester,855102,770713,04/04/2022
Finger Lakes,Wyoming,22985,21710,04/04/2022
Finger Lakes,Yates,14470,13473,04/04/2022
Capital Region,Albany,248394,227058,04/05/2022
Western New York,Allegany,23151,21629,04/05/2022
New York City,Bronx,1185807,1053882,04/05/2022
Southern Tier,Broome,132835,124025,04/05/2022
Western New York,Cattaraugus,43378,40225,04/05/2022
Central New York,Cayuga,49156,45990,04/05/2022
Western New York,Chautauqua,80481,73928,04/05/2022
Southern Tier,Chemung,48519,45655,04/05/2022
Southern Tier,Chenango,30876,29063,04/05/2022
North Country,Clinton,58258,54885,04/05/2022
Capital Region,Columbia,45231,41344,04/05/2022
Central New York,Cortland,29277,27688,04/05/2022
Southern Tier,Delaware,26123,24253,04/05/2022
Mid-Hudson,Dutchess,224927,203554,04/05/2022
Western New York,Erie,700357,651394,04/05/2022
North Country,Essex,27393,25588,04/05/2022
North Country,Franklin,30696,28727,04/05/2022
Mohawk Valley,Fulton,29666,27891,04/05/2022
Finger Lakes,Genesee,37190,35124,04/05/2022
Capital Region,Greene,31751,28997,04/05/2022
North Country,Hamilton,3491,3239,04/05/2022
Mohawk Valley,Herkimer,36378,34194,04/05/2022
North Country,Jefferson,74275,62208,04/05/2022
New York City,Kings,2034072,1832189,04/05/2022
North Country,Lewis,14334,13634,04/05/2022
Finger Lakes,Livingston,39890,37774,04/05/2022
Central New York,Madison,53699,50281,04/05/2022
Finger Lakes,Monroe,570960,533098,04/05/2022
Mohawk Valley,Montgomery,34782,32816,04/05/2022
Long Island,Nassau,1223699,1116069,04/05/2022
New York City,New York,1576056,1360741,04/05/2022
Western New York,Niagara,147882,139432,04/05/2022
Mohawk Valley,Oneida,153155,142490,04/05/2022
Central New York,Onondaga,360398,332217,04/05/2022
Finger Lakes,Ontario,83652,78703,04/05/2022
Mid-Hudson,Orange,257384,234802,04/05/2022
Finger Lakes,Orleans,24058,22648,04/05/2022
Central New York,Oswego,78018,73508,04/05/2022
Mohawk Valley,Otsego,39722,37273,04/05/2022
Mid-Hudson,Putnam,81109,72993,04/05/2022
New York City,Queens,2153744,1940102,04/05/2022
Capital Region,Rensselaer,116959,108625,04/05/2022
New York City,Richmond,382895,351029,04/05/2022
Mid-Hudson,Rockland,227266,205287,04/05/2022
Capital Region,Saratoga,184287,172439,04/05/2022
Capital Region,Schenectady,133218,123528,04/05/2022
Mohawk Valley,Schoharie,19173,18175,04/05/2022
Southern Tier,Schuyler,11095,10307,04/05/2022
Finger Lakes,Seneca,19251,18068,04/05/2022
North Country,St. Lawrence,72671,67986,04/05/2022
Southern Tier,Steuben,55153,51908,04/05/2022
Long Island,Suffolk,1211868,1104259,04/05/2022
Mid-Hudson,Sullivan,49931,45386,04/05/2022
Southern Tier,Tioga,25265,23911,04/05/2022
Southern Tier,Tompkins,84212,76988,04/05/2022
Mid-Hudson,Ulster,145021,133027,04/05/2022
Capital Region,Warren,51464,48366,04/05/2022
Capital Region,Washington,41308,39176,04/05/2022
Finger Lakes,Wayne,64337,60759,04/05/2022
Mid-Hudson,Westchester,855270,770917,04/05/2022
Finger Lakes,Wyoming,22989,21716,04/05/2022
Finger Lakes,Yates,14471,13475,04/05/2022
Capital Region,Albany,248443,227099,04/06/2022
Western New York,Allegany,23156,21637,04/06/2022
New York City,Bronx,1186126,1054215,04/06/2022
Southern Tier,Broome,132855,124039,04/06/2022
Western New York,Cattaraugus,43399,40230,04/06/2022
Central New York,Cayuga,49158,45993,04/06/2022
Western New York,Chautauqua,80494,73951,04/06/2022
Southern Tier,Chemung,48530,45658,04/06/2022
Southern Tier,Chenango,30882,29074,04/06/2022
North Country,Clinton,58264,54900,04/06/2022
Capital Region,Columbia,45233,41356,04/06/2022
Central New York,Cortland,29280,27691,04/06/2022
Southern Tier,Delaware,26126,24260,04/06/2022
Mid-Hudson,Dutchess,224972,203602,04/06/2022
Western New York,Erie,700445,651519,04/06/2022
North Country,Essex,27398,25589,04/06/2022
North Country,Franklin,30703,28733,04/06/2022
Mohawk Valley,Fulton,29673,27894,04/06/2022
Finger Lakes,Genesee,37194,35125,04/06/2022
Capital Region,Greene,31757,29000,04/06/2022
North Country,Hamilton,3491,3239,04/06/2022
Mohawk Valley,Herkimer,36385,34199,04/06/2022
North Country,Jefferson,74286,62216,04/06/2022
New York City,Kings,2034495,1832592,04/06/2022
North Country,Lewis,14334,13637,04/06/2022
Finger Lakes,Livingston,39893,37779,04/06/2022
Central New York,Madison,53707,50286,04/06/2022
Finger Lakes,Monroe,571055,533189,04/06/2022
Mohawk Valley,Montgomery,34785,32821,04/06/2022
Long Island,Nassau,1223894,1116264,04/06/2022
New York City,New York,1576445,1361074,04/06/2022
Western New York,Niagara,147912,139461,04/06/2022
Mohawk Valley,Oneida,153174,142515,04/06/2022
Central New York,Onondaga,360471,332284,04/06/2022
Finger Lakes,Ontario,83668,78725,04/06/2022
Mid-Hudson,Orange,257446,234875,04/06/2022
Finger Lakes,Orleans,24060,22652,04/06/2022
Central New York,Oswego,78025,73516,04/06/2022
Mohawk Valley,Otsego,39730,37281,04/06/2022
Mid-Hudson,Putnam,81119,73006,04/06/2022
New York City,Queens,2154142,1940495,04/06/2022
Capital Region,Rensselaer,116980,108644,04/06/2022
New York City,Richmond,382951,351102,04/06/2022
Mid-Hudson,Rockland,227349,205350,04/06/2022
Capital Region,Saratoga,184296,172466,04/06/2022
Capital Region,Schenectady,133230,123549,04/06/2022
Mohawk Valley,Schoharie,19175,18179,04/06/2022
Southern Tier,Schuyler,11097,10307,04/06/2022
Finger Lakes,Seneca,19253,18070,04/06/2022
North Country,St. Lawrence,72704,68017,04/06/2022
Southern Tier,Steuben,55161,51916,04/06/2022
Long Island,Suffolk,1212061,1104455,04/06/2022
Mid-Hudson,Sullivan,49942,45394,04/06/2022
Southern Tier,Tioga,25269,23917,04/06/2022
Southern Tier,Tompkins,84224,76994,04/06/2022
Mid-Hudson,Ulster,145038,133048,04/06/2022
Capital Region,Warren,51466,48372,04/06/2022
Capital Region,Washington,41308,39177,04/06/2022
Finger Lakes,Wayne,64344,60763,04/06/2022
Mid-Hudson,Westchester,855433,771093,04/06/2022
Finger Lakes,Wyoming,22990,21718,04/06/2022
Finger Lakes,Yates,14471,13476,04/06/2022
Capital Region,Albany,248473,227137,04/07/2022
Western New York,Allegany,23159,21641,04/07/2022
New York City,Bronx,1186435,1054532,04/07/2022
